0.02278683	-0.019724298	-0.0019400939	0.029379908	-0.030486776	0.049810316	0.011682153	-0.03899648	0.020462368	-0.02311548	0.014350068	-0.0066913962	-0.022826945	-0.045953225	-0.0020786524	-0.016690195
-0.96305895	1.8059357	1.4818157	-1.3459942	2.1306868	0.7567192	-0.9823808	0.8726596	-1.7702	1.5633116	-1.5350078	-1.3547851	1.3339438	2.059467	1.0503643	-1.5468494
2.8578806	-3.60096	-2.9758139	3.1864717	-3.0590177	-3.0123577	2.7968013	-3.1916604	3.4596832	-3.2745245	3.1656647	3.3163738	-3.4472206	-3.5235202	-3.4870741	3.264438
-0.28823662	0.6119663	0.5043176	-0.46460083	0.68146807	0.138604	-0.24455623	-1.075837	-0.6095977	0.4665486	-0.5539653	-0.4306451	0.34530842	0.6103584	-1.017562	-0.52598625
-0.351098	0.852401	0.68751746	-0.62795436	1.0872377	0.28658694	-0.42561635	0.43029308	-0.81179637	0.71348596	-0.6660861	-0.55317485	0.5439791	1.0228435	0.5600059	-0.67449063
0.19998306	-0.008162292	0.020733781	0.031626273	0.17483191	-0.2939727	0.17978783	-0.43741873	-0.081167586	0.03118398	0.00743539	0.0971526	-0.09394117	0.14036232	-0.29781336	0.003032252
0.25610393	-0.13909762	-0.11222253	0.1285955	-0.066994876	-0.3511134	0.28602076	-0.6248335	0.12843807	-0.108821236	0.11314842	0.15068874	-0.20029056	-0.013566919	-0.48430082	0.08261163
-0.037987586	0.26784098	0.2752925	-0.14841515	0.3241774	-0.12271925	-0.0062648873	-0.9793774	-0.27590337	0.18907201	-0.18234059	-0.15728313	0.13709256	0.2550969	-0.92577636	-0.19025706
-0.0031568438	0.32213655	0.1872501	-0.22233163	0.4501822	-0.02989648	-0.08036753	0.047381528	-0.33127388	0.2702975	-0.19141102	-0.13688663	0.1533546	0.32954165	0.08333058	-0.24178003
0.48111284	-0.46843788	-0.47038987	0.4542272	-0.41225636	-0.50461143	0.4513623	-0.8628493	0.5026347	-0.49665558	0.469023	0.49028063	-0.54065174	-0.4624703	-0.85731703	0.5018153
